Company Name,Exchange:Ticker,Industry Group,Country,Broad Group,Sub Group
"Le@p Technology, Inc. (OTCPK:LPTC)",OTCPK:LPTC,Real Estate (Operations & Services),United States,United States,United States
Lead Innovation Corporation (OTCPK:LEIC),OTCPK:LEIC,Environmental & Waste Services,United States,United States,United States
Leaf Group Ltd. (NYSE:LEAF),NYSE:LEAF,Retail (Online),United States,United States,United States
"Leafbuyer Technologies, Inc. (OTCPK:LBUY)",OTCPK:LBUY,Software (Entertainment),United States,United States,United States
"Leap Therapeutics, Inc. (NasdaqGM:LPTX)",NasdaqGM:LPTX,Drugs (Biotechnology),United States,United States,United States
Lear Corporation (NYSE:LEA),NYSE:LEA,Auto Parts,United States,United States,United States
"Learning Tree International, Inc. (OTCPK:LTRE)",OTCPK:LTRE,Education,United States,United States,United States
"Ledyard Financial Group, Inc. (OTCPK:LFGP)",OTCPK:LFGP,Banks (Regional),United States,United States,United States
"Lee Enterprises, Incorporated (NYSE:LEE)",NYSE:LEE,Publishing & Newspapers,United States,United States,United States
"Lee Pharmaceuticals, Inc. (OTCPK:LPHM)",OTCPK:LPHM,Household Products,United States,United States,United States
"LEEP, Inc. (OTCPK:LPPI)",OTCPK:LPPI,Building Materials,United States,United States,United States
Leeward Group Holdings Inc. (OTCPK:PCPZ),OTCPK:PCPZ,Insurance (General),United States,United States,United States
Legacy Acquisition Corp. (NYSE:LGC),NYSE:LGC,Investments & Asset Management,United States,United States,United States
"Legacy Education Alliance, Inc. (OTCPK:LEAI)",OTCPK:LEAI,Education,United States,United States,United States
Legacy Housing Corporation (NasdaqGS:LEGH),NasdaqGS:LEGH,Homebuilding,United States,United States,United States
"Legacy Technology Holdings, Inc. (OTCPK:LTHO)",OTCPK:LTHO,Drugs (Biotechnology),United States,United States,United States
"LegacyXChange, Inc. (OTCPK:LEGX)",OTCPK:LEGX,Retail (Online),United States,United States,United States
"Legend Oil and Gas, Ltd. (OTCPK:LOGL)",OTCPK:LOGL,Oil/Gas Distribution,United States,United States,United States
"Legends Business Group, Inc. (OTCPK:LGBS)",OTCPK:LGBS,Electrical Equipment,United States,United States,United States
"Legg Mason, Inc. (NYSE:LM)",NYSE:LM,Investments & Asset Management,United States,United States,United States
"Leggett & Platt, Incorporated (NYSE:LEG)",NYSE:LEG,Furn/Home Furnishings,United States,United States,United States
"Lehman (T.H.) & Co., Inc. (OTCPK:THLM)",OTCPK:THLM,Office Equipment & Services,United States,United States,United States
"Leidos Holdings, Inc. (NYSE:LDOS)",NYSE:LDOS,Computer Services,United States,United States,United States
Leisure Acquisition Corp. (NasdaqCM:LACQ),NasdaqCM:LACQ,Investments & Asset Management,United States,United States,United States
"LeMaitre Vascular, Inc. (NasdaqGM:LMAT)",NasdaqGM:LMAT,Healthcare Products,United States,United States,United States
LendingClub Corporation (NYSE:LC),NYSE:LC,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"LendingTree, Inc. (NasdaqGS:TREE)",NasdaqGS:TREE,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
Lennar Corporation (NYSE:LEN),NYSE:LEN,Homebuilding,United States,United States,United States
Lennox International Inc. (NYSE:LII),NYSE:LII,Building Materials,United States,United States,United States
"Level One Bancorp, Inc. (NasdaqGS:LEVL)",NasdaqGS:LEVL,Banks (Regional),United States,United States,United States
"LevelBlox, Inc. (OTCPK:LVBX)",OTCPK:LVBX,Software (System & Application),United States,United States,United States
Levi Strauss & Co. (NYSE:LEVI),NYSE:LEVI,Apparel,United States,United States,United States
LexaGene Holdings Inc. (TSXV:LXG),TSXV:LXG,Healthcare Products,United States,United States,United States
"Lexicon Pharmaceuticals, Inc. (NasdaqGS:LXRX)",NasdaqGS:LXRX,Drugs (Biotechnology),United States,United States,United States
Lexington Realty Trust (NYSE:LXP),NYSE:LXP,R.E.I.T.,United States,United States,United States
LF Capital Acquisition Corp. (NasdaqCM:LFAC),NasdaqCM:LFAC,Investments & Asset Management,United States,United States,United States
"LGBTQ Loyalty Holdings, Inc. (OTCPK:LFAP)",OTCPK:LFAP,Software (System & Application),United States,United States,United States
"LGI Homes, Inc. (NasdaqGS:LGIH)",NasdaqGS:LGIH,Homebuilding,United States,United States,United States
"LHC Group, Inc. (NasdaqGS:LHCG)",NasdaqGS:LHCG,Healthcare Support Services,United States,United States,United States
Libbey Inc. (AMEX:LBY),AMEX:LBY,Household Products,United States,United States,United States
"Liberated Solutions, Inc. (OTCPK:LIBE)",OTCPK:LIBE,Electrical Equipment,United States,United States,United States
Liberated Syndication Inc. (OTCPK:LSYN),OTCPK:LSYN,Software (Internet),United States,United States,United States
Liberty Broadband Corporation (NasdaqGS:LBRD.K),NasdaqGS:LBRD.K,Cable TV,United States,United States,United States
"Liberty Defense Holdings, Ltd. (TSXV:SCAN)",TSXV:SCAN,Electronics (General),United States,United States,United States
Liberty Energy Corp. (OTCPK:LBYE),OTCPK:LBYE,Oil/Gas (Production and Exploration),United States,United States,United States
Liberty Latin America Ltd. (NasdaqGS:LILA),NasdaqGS:LILA,Cable TV,United States,United States,United States
Liberty Oilfield Services Inc. (NYSE:LBRT),NYSE:LBRT,Oilfield Svcs/Equip.,United States,United States,United States
Liberty Property Trust (NYSE:LPT),NYSE:LPT,R.E.I.T.,United States,United States,United States
Liberty Star Uranium & Metals Corp. (OTCPK:LBSR),OTCPK:LBSR,Metals & Mining,United States,United States,United States
"Liberty TripAdvisor Holdings, Inc. (NasdaqGS:LTRP.A)",NasdaqGS:LTRP.A,Software (Entertainment),United States,United States,United States
LICT Corporation (OTCPK:LICT),OTCPK:LICT,Telecom. Services,United States,United States,United States
"Life Clips, Inc. (OTCPK:LCLP)",OTCPK:LCLP,Electronics (Consumer & Office),United States,United States,United States
"Life Design Station International, Inc. (OTCPK:LDSI)",OTCPK:LDSI,Investments & Asset Management,United States,United States,United States
Life Insurance Company Of Alabama (OTCPK:LINS.A),OTCPK:LINS.A,Insurance (Life),United States,United States,United States
"Life On Earth, Inc. (OTCPK:LFER)",OTCPK:LFER,Food Wholesalers,United States,United States,United States
"Life Storage, Inc. (NYSE:LSI)",NYSE:LSI,R.E.I.T.,United States,United States,United States
"Lifeline Biotechnologies, Inc. (OTCPK:LLBO)",OTCPK:LLBO,Healthcare Products,United States,United States,United States
LifeQuest World Corporation (OTCPK:LQWC),OTCPK:LQWC,Household Products,United States,United States,United States
"Lifestyle Medical Network, Inc. (OTCPK:LMNK)",OTCPK:LMNK,Healthcare Support Services,United States,United States,United States
"Lifetime Brands, Inc. (NasdaqGS:LCUT)",NasdaqGS:LCUT,Household Products,United States,United States,United States
LifeVantage Corporation (NasdaqCM:LFVN),NasdaqCM:LFVN,Household Products,United States,United States,United States
"Lifeway Foods, Inc. (NasdaqGM:LWAY)",NasdaqGM:LWAY,Food Processing,United States,United States,United States
"LIG Assets, Inc. (OTCPK:LIGA)",OTCPK:LIGA,Real Estate (Operations & Services),United States,United States,United States
Ligand Pharmaceuticals Incorporated (NasdaqGM:LGND),NasdaqGM:LGND,Drugs (Biotechnology),United States,United States,United States
Light Engine Design Corp. (OTCPK:TLED),OTCPK:TLED,Electrical Equipment,United States,United States,United States
"Light Media Holdings, Inc. (OTCPK:LGMH)",OTCPK:LGMH,Software (Entertainment),United States,United States,United States
Lightbridge Corporation (NasdaqCM:LTBR),NasdaqCM:LTBR,Business & Consumer Services,United States,United States,United States
Lighthouse Global Holdings Inc. (OTCPK:LHGI),OTCPK:LHGI,Investments & Asset Management,United States,United States,United States
Lighting Science Group Corporation (OTCPK:LSCG),OTCPK:LSCG,Electrical Equipment,United States,United States,United States
"LightPath Technologies, Inc. (NasdaqCM:LPTH)",NasdaqCM:LPTH,Electronics (General),United States,United States,United States
"Lightwave Logic, Inc. (OTCPK:LWLG)",OTCPK:LWLG,Chemical (Specialty),United States,United States,United States
"Lightyear Network Solutions, Inc. (OTCPK:LYNS)",OTCPK:LYNS,Telecom. Services,United States,United States,United States
"Lilis Energy, Inc. (AMEX:LLEX)",AMEX:LLEX,Oil/Gas (Production and Exploration),United States,United States,United States
"Limbach Holdings, Inc. (NasdaqCM:LMB)",NasdaqCM:LMB,Engineering/Construction,United States,United States,United States
"Limelight Networks, Inc. (NasdaqGS:LLNW)",NasdaqGS:LLNW,Software (Internet),United States,United States,United States
"Limestone Bancorp, Inc. (NasdaqCM:LMST)",NasdaqCM:LMST,Banks (Regional),United States,United States,United States
Limitless Venture Group Inc. (OTCPK:LVGI),OTCPK:LVGI,Household Products,United States,United States,United States
Limoneira Company (NasdaqGS:LMNR),NasdaqGS:LMNR,Farming/Agriculture,United States,United States,United States
Lincoln Educational Services Corporation (NasdaqGS:LINC),NasdaqGS:LINC,Education,United States,United States,United States
"Lincoln Electric Holdings, Inc. (NasdaqGS:LECO)",NasdaqGS:LECO,Machinery,United States,United States,United States
Lincoln National Corporation (NYSE:LNC),NYSE:LNC,Insurance (Life),United States,United States,United States
Lincoln Park Bancorp. (OTCPK:LPBC),OTCPK:LPBC,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"Lindblad Expeditions Holdings, Inc. (NasdaqCM:LIND)",NasdaqCM:LIND,Hotel/Gaming,United States,United States,United States
Lindsay Corporation (NYSE:LNN),NYSE:LNN,Farming/Agriculture,United States,United States,United States
"Lineage Cell Therapeutics, Inc. (AMEX:LCTX)",AMEX:LCTX,Drugs (Biotechnology),United States,United States,United States
"Lingerie Fighting Championships, Inc. (OTCPK:BOTY)",OTCPK:BOTY,Entertainment,United States,United States,United States
Lions Gate Entertainment Corp. (NYSE:LGF.A),NYSE:LGF.A,Entertainment,United States,United States,United States
Lipocine Inc. (NasdaqCM:LPCN),NasdaqCM:LPCN,Drugs (Pharmaceutical),United States,United States,United States
Liquefied Natural Gas Limited (ASX:LNG),ASX:LNG,Oil/Gas Distribution,United States,United States,United States
"Liquid Holdings Group, Inc. (OTCPK:LIQD.Q)",OTCPK:LIQD.Q,Software (System & Application),United States,United States,United States
"Liquidia Technologies, Inc. (NasdaqCM:LQDA)",NasdaqCM:LQDA,Drugs (Pharmaceutical),United States,United States,United States
"Liquidity Services, Inc. (NasdaqGS:LQDT)",NasdaqGS:LQDT,Retail (Online),United States,United States,United States
"Liquidmetal Technologies, Inc. (OTCPK:LQMT)",OTCPK:LQMT,Metals & Mining,United States,United States,United States
"Lithia Motors, Inc. (NYSE:LAD)",NYSE:LAD,Retail (Automotive),United States,United States,United States
Lithium Corporation (OTCPK:LTUM),OTCPK:LTUM,Metals & Mining,United States,United States,United States
Lithium Technology Corporation (OTCPK:LTHU.Q),OTCPK:LTHU.Q,Electrical Equipment,United States,United States,United States
"Littelfuse, Inc. (NasdaqGS:LFUS)",NasdaqGS:LFUS,Electronics (General),United States,United States,United States
Littlefield Corporation (OTCPK:LTFD),OTCPK:LTFD,Hotel/Gaming,United States,United States,United States
Live Current Media Inc. (OTCPK:LIVC),OTCPK:LIVC,Software (Internet),United States,United States,United States
"Live Microsystems, Inc. (OTCPK:LMSC)",OTCPK:LMSC,Software (System & Application),United States,United States,United States
"Live Nation Entertainment, Inc. (NYSE:LYV)",NYSE:LYV,Entertainment,United States,United States,United States
"Live Oak Bancshares, Inc. (NasdaqGS:LOB)",NasdaqGS:LOB,Banks (Regional),United States,United States,United States
Live Ventures Incorporated (NasdaqCM:LIVE),NasdaqCM:LIVE,Furn/Home Furnishings,United States,United States,United States
LIVECHAIN INC. (OTCPK:LICH),OTCPK:LICH,Oilfield Svcs/Equip.,United States,United States,United States
Livent Corporation (NYSE:LTHM),NYSE:LTHM,Chemical (Specialty),United States,United States,United States
"LivePerson, Inc. (NasdaqGS:LPSN)",NasdaqGS:LPSN,Software (System & Application),United States,United States,United States
"LiveRamp Holdings, Inc. (NYSE:RAMP)",NYSE:RAMP,Computer Services,United States,United States,United States
LiveTiles Limited (ASX:LVT),ASX:LVT,Software (System & Application),United States,United States,United States
"Livewire Ergogenics, Inc. (OTCPK:LVVV)",OTCPK:LVVV,Household Products,United States,United States,United States
"LiveWorld, Inc. (OTCPK:LVWD)",OTCPK:LVWD,Software (System & Application),United States,United States,United States
"LiveXLive Media, Inc. (NasdaqCM:LIVX)",NasdaqCM:LIVX,Entertainment,United States,United States,United States
"Livongo Health, Inc. (NasdaqGS:LVGO)",NasdaqGS:LVGO,Heathcare Information and Technology,United States,United States,United States
"Lixte Biotechnology Holdings, Inc. (OTCPK:LIXT)",OTCPK:LIXT,Drugs (Biotechnology),United States,United States,United States
LKA Gold Incorporated (OTCPK:LKAI),OTCPK:LKAI,Precious Metals,United States,United States,United States
LKQ Corporation (NasdaqGS:LKQ),NasdaqGS:LKQ,Retail (Distributors),United States,United States,United States
"LM Funding America, Inc. (NasdaqCM:LMFA)",NasdaqCM:LMFA,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"LMP Automotive Holdings, Inc. (NasdaqCM:LMPX)",NasdaqCM:LMPX,Retail (Automotive),United States,United States,United States
Local Corporation (OTCPK:LOCM.Q),OTCPK:LOCM.Q,Software (Entertainment),United States,United States,United States
"Location Based Technologies, Inc. (OTCPK:LBAS)",OTCPK:LBAS,Electronics (Consumer & Office),United States,United States,United States
Lockheed Martin Corporation (NYSE:LMT),NYSE:LMT,Aerospace/Defense,United States,United States,United States
Lode-Star Mining Inc. (OTCPK:LSMG),OTCPK:LSMG,Metals & Mining,United States,United States,United States
Loews Corporation (NYSE:L),NYSE:L,Insurance (Prop/Cas.),United States,United States,United States
Logan Clay Products Company (OTCPK:LGNC),OTCPK:LGNC,Building Materials,United States,United States,United States
Logansport Financial Corp. (OTCPK:LOGN),OTCPK:LOGN,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"LogicBio Therapeutics, Inc. (NasdaqGM:LOGC)",NasdaqGM:LOGC,Drugs (Biotechnology),United States,United States,United States
"Logicquest Technology, Inc. (OTCPK:LOGQ)",OTCPK:LOGQ,Telecom. Services,United States,United States,United States
"LogMeIn, Inc. (NasdaqGS:LOGM)",NasdaqGS:LOGM,Software (System & Application),United States,United States,United States
Lonestar Resources US Inc. (NasdaqGM:LONE),NasdaqGM:LONE,Oil/Gas (Production and Exploration),United States,United States,United States
Long Blockchain Corp. (OTCPK:LBCC),OTCPK:LBCC,Beverage (Soft),United States,United States,United States
Longfin Corp. (OTCPK:LFIN),OTCPK:LFIN,Financial Svcs. (Non-bank & Insurance),United States,United States,United States
"Longport, Inc. (OTCPK:LPTI)",OTCPK:LPTI,Drugs (Biotechnology),United States,United States,United States
Longwen Group Corp. (OTCPK:LWLW),OTCPK:LWLW,Electronics (General),United States,United States,United States
"LookSmart Group, Inc. (OTCPK:LKST)",OTCPK:LKST,Software (Entertainment),United States,United States,United States
Loral Space & Communications Inc. (NasdaqGS:LORL),NasdaqGS:LORL,Cable TV,United States,United States,United States
Lotus Bio-Technology Development Corp. (OTCPK:LBTD),OTCPK:LBTD,Entertainment,United States,United States,United States
LOUD Technologies Inc. (OTCPK:LTEC),OTCPK:LTEC,Electronics (Consumer & Office),United States,United States,United States
Louisiana-Pacific Corporation (NYSE:LPX),NYSE:LPX,Paper/Forest Products,United States,United States,United States
"Lowe's Companies, Inc. (NYSE:LOW)",NYSE:LOW,Retail (Building Supply),United States,United States,United States
LPL Financial Holdings Inc. (NasdaqGS:LPLA),NasdaqGS:LPLA,Brokerage & Investment Banking,United States,United States,United States
